,Unnamed: 0.1,Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
175,175,175,23,Male,Sophomore,Biology,624.02,783.9,4812.37,756.22,245.92,102.06,131.22,120.53,44.71,179.82,159.41,155.52,Mobile Payment App
176,176,176,18,Female,Junior,Engineering,1697.52,679.8,3316.5,1017.5,113.3,141.9,61.6,55.0,102.3,236.5,47.3,115.5,Mobile Payment App
177,177,177,18,Male,Freshman,Economics,953.86,162.0,4355.21,639.29,338.83,173.16,84.24,73.94,85.18,85.18,92.66,59.9,Credit/Debit Card
178,178,178,23,Male,Senior,Economics,828.04,834.3,4833.97,944.66,507.08,247.1,140.28,102.96,93.95,317.89,88.8,250.97,Cash
179,179,179,21,Male,Freshman,Engineering,1062.72,871.2,3062.88,388.8,205.2,71.28,121.68,72.72,41.04,55.44,62.64,30.96,Cash
180,180,180,25,Female,Junior,Engineering,1775.4,713.9,4277.9,1010.9,342.1,146.3,74.8,163.9,72.6,75.9,174.9,178.2,Mobile Payment App
181,181,181,20,Female,Junior,Biology,1241.68,568.7,4057.68,1153.68,199.32,101.64,289.08,27.72,58.08,369.6,75.24,232.32,Mobile Payment App
182,182,182,24,Female,Freshman,Economics,1430.88,310.2,6861.71,705.85,355.78,90.38,302.02,40.04,83.51,290.58,149.86,187.62,Credit/Debit Card
183,183,183,24,Female,Junior,Economics,802.56,1009.8,5800.08,812.24,480.48,265.98,227.37,117.26,127.27,358.93,237.38,203.06,Mobile Payment App
184,184,184,22,Female,Senior,Biology,547.89,528.0,5142.98,1210.97,522.72,92.93,419.63,69.7,124.87,328.15,191.66,174.24,Credit/Debit Card
185,185,185,25,Female,Junior,Economics,1729.2,1080.2,6503.64,1196.91,313.17,85.8,102.96,117.26,72.93,371.8,42.9,244.53,Mobile Payment App
186,186,186,24,Female,Sophomore,Biology,1072.37,57.2,3764.77,1008.61,397.98,71.28,236.41,91.48,53.46,119.99,231.66,148.5,Credit/Debit Card
187,187,187,23,Male,Sophomore,Economics,991.44,15.3,4891.19,992.98,321.17,164.27,252.72,129.52,55.81,305.37,81.08,66.34,Mobile Payment App
188,188,188,24,Male,Senior,Engineering,1656.07,783.9,4405.5,411.84,265.32,131.67,144.54,21.78,67.32,170.28,124.74,183.15,Cash
189,189,189,22,Female,Sophomore,Psychology,850.01,370.7,6268.28,780.81,173.15,212.36,213.44,150.28,28.31,167.71,174.24,92.57,Credit/Debit Card
190,190,190,21,Male,Senior,Biology,1146.82,714.6,4703.29,741.31,203.15,204.34,122.36,70.09,105.73,244.73,216.22,187.7,Mobile Payment App
191,191,191,21,Male,Sophomore,Biology,627.26,7.2,3963.82,651.24,104.98,54.43,125.39,25.27,64.15,264.38,62.21,146.77,Credit/Debit Card
192,192,192,19,Male,Freshman,Economics,1252.8,728.1,3840.41,790.92,238.68,83.3,127.3,102.96,79.56,171.29,79.56,102.96,Credit/Debit Card
193,193,193,22,Female,Freshman,Computer Science,1505.5,1031.8,4557.7,1006.37,161.57,189.02,241.82,110.88,69.7,194.3,159.46,144.67,Credit/Debit Card
194,194,194,24,Male,Freshman,Computer Science,846.14,859.5,3520.8,756.0,267.84,170.21,173.66,78.62,71.71,193.54,160.7,87.26,Mobile Payment App
195,195,195,23,Female,Junior,Computer Science,2127.84,84.7,7151.76,719.4,147.84,254.76,208.56,27.72,84.48,339.24,221.76,113.52,Mobile Payment App
196,196,196,20,Female,Junior,Psychology,884.07,283.8,7111.17,567.49,158.51,232.32,268.62,88.33,101.64,151.25,212.96,89.54,Cash
197,197,197,21,Male,Freshman,Biology,303.55,765.9,3856.9,590.11,336.96,167.62,159.84,109.73,56.16,162.43,145.15,166.75,Credit/Debit Card
198,198,198,24,Male,Senior,Biology,636.77,576.0,3615.08,1101.28,412.24,198.4,179.39,135.43,41.58,244.73,111.67,200.77,Credit/Debit Card
199,199,199,25,Female,Junior,Engineering,722.04,256.3,5577.0,696.3,180.4,103.4,161.7,135.3,27.5,259.6,127.6,40.7,Credit/Debit Card
200,200,200,19,Male,Freshman,Computer Science,489.53,802.8,4046.11,378.43,155.52,56.16,179.71,93.31,50.98,165.89,79.49,114.05,Mobile Payment App
201,201,201,24,Female,Senior,Economics,1510.08,1067.0,8325.89,1102.67,508.08,152.58,308.31,146.29,97.53,267.41,141.57,100.67,Credit/Debit Card
202,202,202,24,Male,Freshman,Computer Science,859.25,245.7,2602.37,655.78,97.63,156.38,53.57,85.54,69.98,195.26,133.92,171.94,Credit/Debit Card
203,203,203,23,Female,Junior,Biology,443.52,852.5,5454.24,1316.04,312.84,91.08,262.68,146.52,76.56,81.84,257.4,257.4,Credit/Debit Card
204,204,204,24,Female,Senior,Economics,1746.76,126.5,5087.08,1349.63,391.68,246.96,459.32,207.64,147.86,437.29,103.82,77.08,Cash
205,205,205,20,Female,Senior,Psychology,1035.64,306.9,5329.32,602.94,487.15,161.05,382.0,94.5,86.52,275.52,171.7,162.38,Mobile Payment App
206,206,206,24,Male,Sophomore,Psychology,624.75,524.7,3509.65,523.02,130.98,112.27,142.56,104.25,75.74,87.32,61.48,127.41,Mobile Payment App
207,207,207,19,Male,Senior,Psychology,723.49,485.1,3475.0,810.22,117.61,205.82,322.34,33.76,88.21,222.16,94.74,37.03,Cash
208,208,208,18,Male,Sophomore,Computer Science,568.62,584.1,5042.74,725.11,168.16,142.88,109.84,135.11,28.19,100.12,70.96,114.7,Credit/Debit Card
209,209,209,19,Male,Junior,Psychology,720.09,434.7,2976.93,666.27,222.75,111.87,111.87,146.52,39.6,253.44,169.29,173.25,Cash
210,210,210,18,Male,Freshman,Psychology,642.82,612.0,4528.66,422.14,190.87,66.53,218.59,51.48,64.15,111.67,135.43,40.39,Credit/Debit Card
211,211,211,21,Male,Junior,Biology,547.2,782.1,4008.96,612.36,314.28,101.52,92.88,152.28,104.76,59.4,178.2,47.52,Mobile Payment App
212,212,212,25,Male,Sophomore,Biology,776.95,896.4,4728.78,518.08,201.2,119.56,68.04,101.09,73.87,248.83,183.71,186.62,Credit/Debit Card
213,213,213,20,Female,Junior,Biology,508.64,506.0,6458.76,644.16,183.48,221.76,76.56,138.6,121.44,233.64,241.56,121.44,Credit/Debit Card
214,214,214,24,Female,Senior,Economics,1443.29,1034.0,7684.11,766.05,224.94,84.94,124.27,116.4,83.37,121.12,103.82,34.61,Mobile Payment App
215,215,215,18,Female,Junior,Economics,728.64,529.1,7596.16,1339.91,439.01,110.11,101.53,30.03,74.36,181.61,65.78,110.11,Mobile Payment App
216,216,216,21,Male,Junior,Computer Science,1689.48,712.8,6335.28,655.56,427.68,204.12,135.0,82.08,86.4,63.72,85.32,84.24,Credit/Debit Card
217,217,217,19,Female,Junior,Psychology,1190.97,605.0,3971.22,791.34,220.22,130.68,348.48,177.87,45.98,111.32,220.22,154.88,Mobile Payment App
218,218,218,25,Female,Sophomore,Computer Science,1906.05,55.0,5818.82,1166.62,186.52,192.46,188.89,35.64,90.29,267.3,117.61,197.21,Credit/Debit Card
219,219,219,25,Male,Sophomore,Economics,680.4,156.6,5599.85,890.84,216.92,113.72,299.05,73.71,24.22,231.66,177.96,149.53,Credit/Debit Card
220,220,220,25,Female,Junior,Economics,1434.84,456.5,7553.26,719.29,221.65,265.98,165.88,44.33,44.33,154.44,201.63,286.0,Mobile Payment App
221,221,221,23,Male,Senior,Economics,798.34,629.1,5817.24,559.85,196.91,231.66,78.51,96.53,72.07,319.18,250.97,105.53,Mobile Payment App
222,222,222,21,Male,Sophomore,Computer Science,868.73,793.8,4186.4,572.51,175.93,52.49,86.51,109.84,53.46,258.55,33.05,171.07,Credit/Debit Card
223,223,223,24,Male,Sophomore,Computer Science,1087.75,240.3,5829.08,783.43,363.53,83.59,222.59,75.82,30.13,135.11,148.72,74.84,Cash
224,224,224,25,Female,Freshman,Engineering,817.34,275.0,4669.28,828.96,285.12,64.24,238.48,94.16,67.76,80.96,70.4,58.08,Credit/Debit Card
225,225,225,23,Male,Junior,Engineering,1474.2,669.6,2759.4,842.4,238.5,46.8,108.9,41.4,76.5,262.8,115.2,103.5,Credit/Debit Card
226,226,226,25,Male,Sophomore,Economics,787.32,743.4,3905.58,987.71,216.92,189.54,117.94,86.35,47.38,173.75,115.83,103.19,Mobile Payment App
227,227,227,22,Male,Sophomore,Economics,832.03,29.7,5707.26,1018.25,411.72,117.94,206.39,45.28,74.76,309.58,95.82,146.37,Mobile Payment App
228,228,228,21,Female,Senior,Psychology,1072.66,644.6,5783.2,640.21,146.41,187.67,179.69,137.09,55.9,359.37,258.21,260.88,Credit/Debit Card
229,229,229,22,Male,Junior,Biology,661.68,332.1,4966.92,851.04,128.52,183.6,62.64,133.92,36.72,104.76,69.12,199.8,Credit/Debit Card
230,230,230,18,Female,Sophomore,Biology,504.5,143.0,6120.58,664.09,403.92,73.66,268.49,49.9,85.54,289.87,234.04,49.9,Mobile Payment App
231,231,231,20,Male,Freshman,Economics,772.42,294.3,3308.76,644.9,199.37,118.87,64.58,108.58,46.8,133.85,75.82,47.74,Credit/Debit Card
232,232,232,22,Female,Senior,Economics,1269.05,617.1,5430.0,792.79,470.33,174.6,372.8,177.75,111.68,163.59,70.79,97.53,Cash
233,233,233,22,Female,Junior,Computer Science,1215.5,768.9,4197.6,1025.64,258.72,134.64,279.84,129.36,99.0,253.44,63.36,139.92,Credit/Debit Card
234,234,234,24,Male,Junior,Engineering,949.32,778.5,5168.7,828.9,224.1,170.1,199.8,99.9,63.9,100.8,54.0,119.7,Credit/Debit Card
235,235,235,24,Female,Junior,Economics,1070.52,380.6,5043.61,1136.85,440.44,151.58,105.82,180.18,32.89,427.57,158.73,217.36,Credit/Debit Card
236,236,236,21,Male,Sophomore,Computer Science,851.88,691.2,3964.79,490.86,180.79,171.07,210.92,68.04,78.73,188.57,187.6,88.45,Cash
237,237,237,18,Male,Senior,Psychology,531.04,284.4,5982.97,617.46,335.41,58.81,137.21,162.26,50.09,302.74,145.93,22.87,Credit/Debit Card
238,238,238,25,Male,Sophomore,Economics,832.03,91.8,3840.29,526.5,359.07,129.52,208.49,89.51,76.87,219.02,61.07,22.11,Mobile Payment App
239,239,239,25,Male,Senior,Computer Science,1140.28,128.7,4144.93,803.09,260.17,72.47,235.22,117.61,112.86,211.46,54.65,223.34,Mobile Payment App
240,240,240,24,Female,Sophomore,Psychology,1073.65,786.5,6295.51,466.09,376.79,206.91,86.03,40.29,30.49,62.07,198.2,144.84,Mobile Payment App
241,241,241,21,Male,Freshman,Biology,779.33,399.6,3752.35,537.41,294.62,171.07,131.33,91.58,38.02,203.9,51.84,147.74,Mobile Payment App
242,242,242,22,Male,Junior,Computer Science,1483.56,797.4,5356.8,990.36,108.0,57.24,110.16,105.84,71.28,246.24,133.92,190.08,Mobile Payment App
243,243,243,23,Male,Sophomore,Psychology,810.65,4.5,3450.84,656.67,167.51,89.99,237.01,40.99,67.72,65.04,169.29,141.67,Cash
244,244,244,20,Female,Junior,Engineering,1591.92,702.9,5732.1,792.0,399.3,72.6,132.0,147.4,93.5,167.2,57.2,33.0,Cash
245,245,245,24,Male,Junior,Biology,834.48,418.5,3405.24,962.28,244.08,59.4,102.6,49.68,62.64,306.72,44.28,95.04,Mobile Payment App
246,246,246,19,Male,Sophomore,Biology,810.0,101.7,4722.95,506.41,296.46,89.42,129.28,74.84,89.42,67.07,104.98,112.75,Mobile Payment App
247,247,247,20,Female,Freshman,Computer Science,1281.28,359.7,5817.5,707.52,126.72,137.28,187.97,54.91,74.98,281.95,40.13,66.53,Mobile Payment App
248,248,248,24,Female,Senior,Computer Science,2008.72,572.0,6833.11,781.18,543.05,265.72,352.84,116.16,107.45,357.19,220.7,66.79,Mobile Payment App
249,249,249,19,Male,Freshman,Psychology,934.42,416.7,4184.93,425.3,243.14,124.34,89.5,47.52,30.89,206.71,140.98,91.08,Mobile Payment App
250,250,250,24,Male,Junior,Biology,558.72,14.4,4701.24,496.8,386.64,102.6,236.52,29.16,65.88,192.24,186.84,181.44,Mobile Payment App
251,251,251,21,Female,Sophomore,Biology,633.6,342.1,4325.51,520.34,393.23,71.28,148.5,26.14,48.71,300.56,53.46,92.66,Mobile Payment App
252,252,252,18,Female,Junior,Computer Science,1541.54,1001.0,7149.12,669.24,306.24,231.0,84.48,170.28,72.6,179.52,205.92,68.64,Credit/Debit Card
253,253,253,20,Male,Junior,Computer Science,1642.68,672.3,4233.6,820.8,255.96,112.32,131.76,30.24,88.56,124.2,81.0,60.48,Mobile Payment App
254,254,254,21,Female,Junior,Psychology,1086.03,77.0,5148.55,540.87,122.21,151.25,323.07,143.99,70.18,91.96,44.77,113.74,Credit/Debit Card
255,255,255,22,Male,Freshman,Biology,480.96,219.6,2676.67,720.58,328.32,82.08,209.95,33.7,44.06,153.79,87.26,95.04,Credit/Debit Card
256,256,256,18,Male,Senior,Economics,896.94,681.3,4145.43,1055.34,387.39,162.16,297.3,99.1,91.38,365.51,127.41,142.86,Credit/Debit Card
257,257,257,19,Male,Freshman,Engineering,939.17,119.7,3722.4,627.84,95.76,61.92,127.44,52.56,45.36,142.56,120.24,23.04,Credit/Debit Card
258,258,258,23,Male,Sophomore,Computer Science,980.34,855.0,2927.66,618.19,319.79,181.76,93.31,137.05,93.31,239.11,187.6,117.61,Mobile Payment App
259,259,259,20,Female,Sophomore,Psychology,875.85,353.1,5349.17,828.73,381.15,192.75,278.78,66.43,79.5,224.33,68.61,194.93,Credit/Debit Card
260,260,260,21,Male,Sophomore,Engineering,621.11,768.6,3369.6,547.56,140.94,86.67,168.48,57.51,38.88,187.11,155.52,136.89,Mobile Payment App
261,261,261,20,Male,Junior,Engineering,569.16,394.2,3807.9,864.9,190.8,54.0,258.3,51.3,27.9,72.0,145.8,36.0,Mobile Payment App
262,262,262,24,Male,Junior,Computer Science,870.48,599.4,5324.4,921.24,144.72,124.2,212.76,115.56,78.84,276.48,126.36,36.72,Mobile Payment App
263,263,263,21,Male,Freshman,Economics,965.95,330.3,3576.46,894.82,268.63,104.83,249.91,60.84,86.11,137.59,139.46,46.8,Mobile Payment App
264,264,264,22,Male,Senior,Engineering,1515.89,545.4,3770.91,960.3,122.76,96.03,268.29,95.04,80.19,108.9,134.64,41.58,Credit/Debit Card
265,265,265,25,Female,Junior,Engineering,1161.6,949.3,5248.1,993.3,320.1,110.0,321.2,118.8,60.5,238.7,180.4,56.1,Cash
266,266,266,23,Male,Freshman,Engineering,1230.34,798.3,3344.4,614.88,100.8,104.4,112.32,25.2,25.92,36.0,82.08,110.16,Mobile Payment App
267,267,267,22,Female,Senior,Psychology,1389.56,550.0,4749.01,1044.84,449.88,191.66,396.64,121.12,85.18,230.26,130.44,145.08,Mobile Payment App
268,268,268,19,Female,Junior,Computer Science,996.71,1037.3,7864.56,1087.68,361.68,264.0,117.48,73.92,40.92,353.76,231.0,126.72,Mobile Payment App
269,269,269,23,Female,Senior,Computer Science,2169.17,550.0,5321.58,1373.59,165.53,207.64,306.37,133.58,29.04,120.52,164.08,159.72,Mobile Payment App
270,270,270,20,Female,Freshman,Computer Science,1677.1,1074.7,5702.4,737.09,298.85,142.56,61.25,142.56,101.38,180.58,31.68,89.76,Credit/Debit Card
271,271,271,24,Male,Junior,Biology,810.72,584.1,3850.2,521.64,279.72,68.04,57.24,61.56,46.44,70.2,43.2,92.88,Mobile Payment App
272,272,272,23,Female,Senior,Biology,1089.97,9.9,8036.82,1452.0,299.11,196.02,121.97,101.64,137.94,428.34,174.24,106.0,Cash
273,273,273,21,Male,Senior,Biology,489.46,824.4,5882.98,545.29,228.1,172.26,239.98,102.17,96.23,144.94,178.2,134.24,Mobile Payment App
274,274,274,22,Female,Junior,Biology,690.8,333.3,4613.4,537.24,323.4,84.48,121.44,62.04,108.24,124.08,137.28,242.88,Mobile Payment App
275,275,275,18,Female,Senior,Computer Science,1211.21,609.4,5132.82,679.54,248.29,151.01,135.04,108.9,31.94,107.45,277.33,264.26,Cash
276,276,276,25,Female,Sophomore,Psychology,1275.02,941.6,5680.22,574.99,410.55,168.8,208.0,162.26,60.98,127.41,135.04,188.4,Credit/Debit Card
277,277,277,18,Female,Freshman,Biology,941.95,540.1,4176.48,824.74,105.6,146.78,184.8,136.22,25.34,176.35,157.34,144.67,Credit/Debit Card
278,278,278,25,Female,Sophomore,Psychology,998.81,873.4,3830.01,443.22,395.31,109.99,185.13,65.34,32.67,182.95,109.99,135.04,Mobile Payment App
279,279,279,24,Female,Freshman,Engineering,1314.72,742.5,5133.04,830.72,171.6,94.16,77.44,69.52,83.6,146.08,175.12,107.36,Credit/Debit Card
280,280,280,20,Female,Senior,Computer Science,1176.6,245.3,4854.04,1334.39,145.2,206.18,386.23,111.8,87.12,149.56,288.95,126.32,Mobile Payment App
281,281,281,20,Female,Junior,Biology,1222.32,524.7,4765.2,1070.52,200.64,120.12,308.88,108.24,43.56,225.72,126.72,40.92,Credit/Debit Card
282,282,282,19,Female,Junior,Engineering,1481.04,869.0,6565.9,924.0,401.5,114.4,147.4,70.4,107.8,221.1,62.7,184.8,Credit/Debit Card
283,283,283,23,Male,Senior,Psychology,991.68,859.5,5941.58,841.8,380.06,193.84,86.03,147.02,84.94,217.8,147.02,138.3,Cash
284,284,284,20,Female,Sophomore,Economics,1044.25,601.7,6505.79,523.81,217.5,135.14,360.36,115.83,79.79,306.31,105.53,221.36,Mobile Payment App
285,285,285,18,Male,Freshman,Economics,1286.5,181.8,4408.56,862.06,94.54,175.03,114.19,121.68,35.57,230.26,89.86,180.65,Mobile Payment App
286,286,286,22,Female,Freshman,Biology,611.78,93.5,6194.5,796.22,400.22,134.11,225.98,117.22,67.58,291.46,39.07,110.88,Cash
287,287,287,23,Male,Junior,Psychology,1118.61,468.0,5015.34,617.76,352.44,64.35,96.03,54.45,83.16,104.94,64.35,50.49,Mobile Payment App
288,288,288,21,Male,Sophomore,Biology,858.6,661.5,3899.66,855.36,262.44,194.4,223.56,117.61,94.28,241.06,99.14,152.6,Cash
289,289,289,20,Male,Senior,Psychology,517.67,442.8,4034.75,487.87,346.3,124.15,202.55,140.48,92.57,234.14,204.73,108.9,Cash
290,290,290,22,Male,Senior,Engineering,824.47,220.5,4098.6,685.08,394.02,91.08,212.85,24.75,91.08,244.53,133.65,27.72,Mobile Payment App
291,291,291,24,Female,Sophomore,Economics,730.62,619.3,4361.64,518.66,257.4,140.28,81.08,186.62,101.67,299.87,82.37,196.91,Mobile Payment App
292,292,292,25,Female,Sophomore,Economics,1656.07,570.9,6432.43,1131.27,285.71,108.11,181.47,27.03,86.23,123.55,129.99,142.86,Credit/Debit Card
293,293,293,25,Female,Freshman,Biology,563.2,245.3,6195.55,874.37,314.69,99.26,175.3,134.11,85.54,241.82,50.69,74.98,Credit/Debit Card
294,294,294,20,Male,Senior,Psychology,813.48,570.6,3856.15,727.45,408.38,203.64,186.22,76.23,99.1,98.01,144.84,217.8,Cash
295,295,295,19,Male,Sophomore,Psychology,906.15,793.8,4962.87,511.43,94.45,169.29,65.04,75.74,86.43,235.22,83.75,73.06,Mobile Payment App
296,296,296,20,Female,Sophomore,Economics,778.14,753.5,4009.01,619.05,347.49,202.06,171.17,124.84,28.31,144.14,102.96,126.13,Credit/Debit Card
297,297,297,18,Male,Freshman,Biology,384.19,582.3,4006.37,782.78,194.4,106.27,176.26,69.98,31.1,76.9,28.51,118.37,Credit/Debit Card
298,298,298,24,Female,Senior,Economics,2117.02,7.7,8089.94,794.37,517.52,220.22,416.85,217.07,102.25,127.41,77.08,311.45,Credit/Debit Card
299,299,299,22,Female,Sophomore,Biology,732.6,385.0,5280.66,628.45,269.68,60.59,205.52,156.82,28.51,68.9,217.4,87.91,Mobile Payment App
300,300,300,21,Female,Senior,Economics,1604.46,38.5,6471.32,655.94,484.48,279.99,239.1,223.37,141.57,449.88,132.13,218.65,Credit/Debit Card
301,301,301,18,Male,Junior,Biology,530.64,441.0,5963.76,818.64,145.8,172.8,113.4,70.2,86.4,303.48,159.84,120.96,Mobile Payment App
302,302,302,25,Female,Freshman,Computer Science,1710.28,981.2,5834.4,809.95,192.19,102.43,224.93,142.56,31.68,206.98,57.02,22.18,Mobile Payment App
303,303,303,20,Male,Senior,Economics,1542.02,873.9,6437.57,922.78,320.46,81.08,275.42,92.66,51.48,283.14,102.96,33.46,Mobile Payment App
304,304,304,21,Male,Sophomore,Psychology,927.29,705.6,3303.83,721.71,324.32,80.19,106.03,28.51,59.7,81.08,130.09,133.65,Credit/Debit Card
305,305,305,19,Female,Senior,Biology,494.65,907.5,7816.12,1331.48,291.85,220.7,169.88,213.44,60.98,354.29,108.9,182.95,Credit/Debit Card
306,306,306,21,Female,Sophomore,Engineering,1379.27,622.6,5126.22,646.47,377.19,153.45,210.87,114.84,44.55,205.92,137.61,172.26,Credit/Debit Card
307,307,307,21,Male,Senior,Psychology,990.79,848.7,6351.05,959.41,317.99,101.28,313.63,147.02,89.3,72.96,111.08,170.97,Mobile Payment App
308,308,308,25,Male,Junior,Economics,1034.64,405.9,6960.33,766.35,190.71,91.26,112.32,175.5,63.18,91.26,88.92,205.92,Cash
309,309,309,25,Female,Junior,Engineering,1552.32,204.6,4448.4,676.5,350.9,102.3,118.8,50.6,105.6,202.4,67.1,40.7,Credit/Debit Card
310,310,310,20,Female,Senior,Engineering,1055.6,496.1,4023.25,689.7,306.13,91.96,118.58,66.55,59.29,277.09,116.16,117.37,Mobile Payment App
311,311,311,25,Male,Senior,Biology,1174.54,743.4,3621.02,870.8,161.57,122.36,330.26,135.43,26.14,335.02,130.68,71.28,Credit/Debit Card
312,312,312,24,Male,Junior,Computer Science,1030.77,87.3,5274.72,925.56,367.2,179.28,158.76,36.72,34.56,321.84,124.2,41.04,Credit/Debit Card
313,313,313,21,Male,Freshman,Engineering,1163.81,570.6,4151.52,404.64,286.56,96.48,159.84,30.96,40.32,77.76,116.64,24.48,Mobile Payment App
314,314,314,22,Female,Freshman,Psychology,574.2,145.2,4333.74,795.7,145.2,59.05,185.86,128.74,86.15,197.47,128.74,91.96,Mobile Payment App
315,315,315,18,Female,Sophomore,Biology,792.0,297.0,4955.15,1020.49,230.47,165.13,292.25,121.18,77.22,110.48,219.78,180.58,Credit/Debit Card
316,316,316,24,Female,Sophomore,Engineering,944.46,638.0,4084.74,449.46,223.74,130.68,112.86,115.83,71.28,156.42,131.67,130.68,Credit/Debit Card
317,317,317,18,Male,Senior,Economics,1032.37,402.3,5099.09,535.39,474.9,144.14,91.38,56.63,65.64,205.92,95.24,55.34,Mobile Payment App
318,318,318,24,Female,Freshman,Biology,382.27,194.7,5093.09,1030.66,311.52,161.57,90.82,112.99,38.02,151.01,124.61,181.63,Credit/Debit Card
319,319,319,25,Male,Sophomore,Economics,1428.84,362.7,5855.73,741.31,187.43,109.51,182.17,37.91,52.65,85.29,147.42,120.04,Credit/Debit Card
320,320,320,19,Female,Freshman,Economics,775.1,921.8,5080.5,499.93,211.64,90.38,60.63,147.58,24.02,170.46,137.28,60.63,Cash
321,321,321,20,Female,Freshman,Computer Science,765.34,701.8,6261.02,620.93,306.24,185.86,230.21,78.14,24.29,210.14,68.64,157.34,Mobile Payment App
322,322,322,19,Female,Junior,Psychology,1322.64,458.7,5484.93,978.89,324.28,158.51,286.77,116.16,106.48,349.69,136.73,145.2,Mobile Payment App
323,323,323,21,Female,Sophomore,Economics,1705.97,478.5,6967.82,962.68,352.64,114.54,283.14,43.76,101.67,310.17,151.87,145.43,Mobile Payment App
324,324,324,21,Female,Freshman,Engineering,1413.98,854.7,4656.96,447.92,215.6,99.44,61.6,88.88,41.36,261.36,137.28,36.08,Mobile Payment App
325,325,325,18,Female,Freshman,Biology,428.74,221.1,4727.71,982.08,274.56,187.97,287.23,103.49,87.65,145.73,136.22,54.91,Credit/Debit Card
326,326,326,21,Male,Sophomore,Economics,1006.99,152.1,4824.85,448.58,216.92,199.02,249.56,147.42,73.71,62.13,110.57,129.52,Mobile Payment App
327,327,327,25,Female,Senior,Engineering,1900.67,924.0,6745.75,1116.83,310.97,139.15,318.23,94.38,24.2,285.56,47.19,94.38,Mobile Payment App
328,328,328,25,Male,Sophomore,Engineering,1429.81,468.9,3554.28,408.24,276.21,91.53,61.56,27.54,54.27,174.96,63.18,29.16,Mobile Payment App
329,329,329,19,Male,Freshman,Engineering,568.51,438.3,2576.88,507.6,210.24,123.84,142.56,14.4,36.0,150.48,48.96,15.12,Mobile Payment App
330,330,330,19,Male,Junior,Engineering,738.72,655.2,4866.3,857.7,145.8,96.3,105.3,57.6,48.6,234.0,149.4,151.2,Mobile Payment App
331,331,331,20,Male,Sophomore,Computer Science,955.07,421.2,3263.98,852.44,147.74,165.24,61.24,42.77,45.68,171.07,153.58,181.76,Credit/Debit Card
332,332,332,18,Male,Freshman,Computer Science,791.86,603.9,4170.53,801.79,221.18,52.7,98.5,18.14,66.53,138.24,114.91,123.55,Mobile Payment App
333,333,333,18,Female,Sophomore,Biology,930.6,1059.3,6487.67,591.62,258.98,96.23,216.22,30.89,71.28,351.65,169.88,28.51,Mobile Payment App
334,334,334,25,Male,Freshman,Biology,379.58,803.7,5043.17,749.09,122.69,66.53,140.83,90.72,68.26,158.98,143.42,120.96,Credit/Debit Card
335,335,335,18,Male,Sophomore,Economics,1446.34,442.8,5459.81,473.85,160.06,126.36,229.55,95.82,85.29,270.62,52.65,41.07,Cash
336,336,336,22,Female,Senior,Psychology,1295.91,213.4,6797.42,642.87,397.97,238.25,230.26,39.93,90.51,191.66,226.27,158.39,Mobile Payment App
337,337,337,19,Female,Junior,Psychology,734.58,597.3,6398.48,934.12,151.25,196.02,148.83,152.46,61.71,113.74,136.73,85.91,Credit/Debit Card
338,338,338,23,Male,Freshman,Psychology,592.27,596.7,2585.88,640.73,138.6,47.52,99.0,16.63,64.15,106.92,153.65,121.97,Credit/Debit Card
339,339,339,19,Male,Freshman,Biology,855.36,47.7,3161.38,562.46,190.94,171.07,107.14,121.82,73.44,253.15,49.25,147.74,Mobile Payment App
340,340,340,20,Female,Junior,Biology,512.16,745.8,5530.8,953.04,147.84,248.16,128.04,175.56,87.12,91.08,172.92,194.04,Credit/Debit Card
341,341,341,19,Female,Junior,Engineering,1937.76,456.5,5240.4,674.3,126.5,172.7,133.1,34.1,96.8,84.7,61.6,128.7,Credit/Debit Card
342,342,342,25,Female,Sophomore,Computer Science,1314.03,102.3,4460.94,608.26,123.55,223.34,173.45,122.36,74.84,217.4,152.06,40.39,Mobile Payment App
343,343,343,24,Male,Freshman,Computer Science,711.36,252.9,4084.13,710.21,340.42,76.03,165.02,43.2,41.47,138.24,162.43,69.98,Mobile Payment App
344,344,344,24,Female,Freshman,Economics,1023.26,408.1,4314.02,1017.02,384.38,67.5,340.91,40.04,101.82,229.94,84.66,85.8,Mobile Payment App
345,345,345,23,Female,Senior,Biology,958.32,474.1,5584.39,862.49,479.16,129.23,165.53,78.41,104.54,119.06,191.66,181.5,Mobile Payment App
346,346,346,23,Female,Sophomore,Engineering,1549.15,502.7,4197.6,869.22,109.89,163.35,85.14,121.77,40.59,118.8,122.76,26.73,Cash
347,347,347,23,Male,Sophomore,Biology,521.64,0.0,4625.75,397.55,247.86,98.17,277.02,47.63,43.74,86.51,111.78,125.39,Credit/Debit Card
348,348,348,25,Male,Senior,Engineering,1400.65,200.7,4017.42,942.48,336.6,116.82,64.35,119.79,50.49,172.26,40.59,175.23,Credit/Debit Card
349,349,349,18,Female,Senior,Computer Science,901.33,328.9,4360.36,1274.86,332.51,190.21,227.96,84.22,127.78,76.96,264.26,275.88,Mobile Payment App
350,350,350,25,Female,Senior,Psychology,918.03,4.4,6529.89,1156.64,300.81,260.88,87.85,109.14,130.44,384.66,77.2,196.99,Mobile Payment App
